name,description,location,latitude,longitude,call_number,photo_url
"기업은행 삼정EDM 무인 ATM","source:kakao keyword export","서울 성동구 자동차시장1길 96",37.559959775212654,127.06817973856234,"",
"정거장","source:kakao keyword export","서울 동대문구 한천로 190",37.57762988320583,127.0685501844161,"02-2244-5694",
"유니온스타볼링클럽","source:kakao keyword export","서울 성동구 연무장7길 12",37.5437424376717,127.054871441828,"02-461-0707",
"킹스홀덤펍","source:kakao keyword export","서울 성동구 왕십리로 348",37.563688238228,127.031603745402,"",
"펍스케일파트너스","source:kakao keyword export","서울 성동구 무학로 8-3",37.56492744194481,127.03033090733655,"02-999-7010",
"블랙펍","source:kakao keyword export","서울 중구 다산로44길 63",37.5652133681971,127.02052214003,"",
"오미자홀덤펍","source:kakao keyword export","서울 중구 난계로 185",37.5682428988264,127.023315435419,"010-2714-0102",
"속삭임카페펍","source:kakao keyword export","서울 성동구 마장로 137",37.569179854371804,127.02371643469932,"",
"망고라운지홀덤펍","source:kakao keyword export","서울 중구 난계로 185",37.5682510213968,127.023246390388,"",
"월드컵콜라텍","source:kakao keyword export","서울 서대문구 수색로 42",37.5702024160189,126.914057319416,"",
"환희나이트&노래연습장","source:kakao keyword export","서울 서대문구 수색로 26",37.5691638897974,126.915753028024,"",
"리얼펍 명지대점","source:kakao keyword export","서울 서대문구 증가로10길 36-7",37.5786482523344,126.924470713572,"02-2039-2340",
"더펍사운드온 가좌점","source:kakao keyword export","서울 서대문구 수색로 100",37.57611807854876,126.91125889564606,"",
"카페&펍0503","source:kakao keyword export","서울 은평구 응암로13길 28",37.5888783426907,126.914235124272,"",
